# 92-U-235(n,thermal chi) ENDF/B-VII.1
1.780000000000000000e+07,2.353885534096046795e-12
1.800000000000000000e+07,2.006951805244728450e-12
1.820000000000000000e+07,1.709306592354356441e-12
1.840000000000000000e+07,1.456164602613187912e-12
1.860000000000000000e+07,1.240347896803609182e-12
1.880000000000000000e+07,1.056592652832704200e-12
1.900000000000000000e+07,9.001135778887303117e-13
1.920000000000000000e+07,7.661253791599452651e-13
1.940000000000000000e+07,6.517568809593039321e-13
1.960000000000000000e+07,5.550939661621089883e-13
1.980000000000000000e+07,4.722605475908495558e-13
2.000000000000000000e+07,4.019645961863548874e-13
2.020000000000000000e+07,3.418134655427538577e-13
2.040000000000000000e+07,2.907065383133458863e-13
2.060000000000000000e+07,2.472082266546082070e-13
2.080000000000000000e+07,2.102179132198400880e-13
2.100000000000000000e+07,1.787785394466930690e-13
2.120000000000000000e+07,1.519330467728186392e-13
2.140000000000000000e+07,1.291072000608077880e-13
2.160000000000000000e+07,1.097267641732513788e-13
2.180000000000000000e+07,9.326535690085781635e-14
2.200000000000000000e+07,7.924444896245280745e-14
2.220000000000000000e+07,6.728121693309700333e-14
2.240000000000000000e+07,5.718424910032071696e-14
2.260000000000000000e+07,4.857072203918453648e-14
2.280000000000000000e+07,4.123486815878356916e-14
2.300000000000000000e+07,3.501877279633029357e-14
2.320000000000000000e+07,2.972623894654328746e-14
2.340000000000000000e+07,2.523284899631725175e-14
2.360000000000000000e+07,2.141897062535862260e-14
2.380000000000000000e+07,1.818411268462081180e-14
2.400000000000000000e+07,1.543735461068072369e-14
2.420000000000000000e+07,1.309734642573872837e-14
2.440000000000000000e+07,1.111144990886566569e-14
2.460000000000000000e+07,9.427026839132369209e-15
2.480000000000000000e+07,8.001009581233158705e-15
2.500000000000000000e+07,6.785545207050608487e-15
2.520000000000000000e+07,5.756707252526010045e-15
2.540000000000000000e+07,4.880998667977165471e-15
2.560000000000000000e+07,4.138321223594757439e-15
2.580000000000000000e+07,3.509533748131817011e-15
2.600000000000000000e+07,2.975973599622548064e-15
2.620000000000000000e+07,2.522327841069376393e-15
2.640000000000000000e+07,2.137590299005294160e-15
2.660000000000000000e+07,1.811711858525641913e-15
2.680000000000000000e+07,1.535600463288110364e-15
2.700000000000000000e+07,1.301599644793910832e-15
2.720000000000000000e+07,1.102531463825430410e-15
2.740000000000000000e+07,9.336106275709265670e-16
2.760000000000000000e+07,7.910089017810053589e-16
2.780000000000000000e+07,6.699409936439247479e-16
2.800000000000000000e+07,5.675357274726390778e-16
2.820000000000000000e+07,4.804433982989288931e-16
2.840000000000000000e+07,4.066063302137448545e-16
2.860000000000000000e+07,3.441582590205076257e-16
2.880000000000000000e+07,2.913286263788724034e-16
2.900000000000000000e+07,2.466339915171991669e-16
2.920000000000000000e+07,2.086387665919651375e-16
2.940000000000000000e+07,1.764815988970567316e-16
2.960000000000000000e+07,1.493011357263603659e-16
2.980000000000000000e+07,1.263317302299972365e-16
3.000000000000000000e+07,1.068555884862059909e-16
3.100000000000000000e+07,0.000000000000000000e+00
