92-U-238(n,total) ENDF/B-VII.1
8218.68,65.2419
8219.49,47.2839
8220.08,34.5806
8220.53,27.1206
8220.92,22.2134
8221.39,18.0948
8221.79,15.5422
8222.38,12.9807
8222.86,11.6926
8223.19,11.3474
8223.5,11.6643
8223.79,12.7677
8224.06,14.6918
8224.33,17.7933
8224.62,22.3479
8224.93,29.1855
8225.37,41.2346
8226.3,69.7678
8226.78,79.4402
8227.21,82.4209
8227.62,79.9553
8228.16,70.4244
8229.25,45.9943
8229.78,36.8816
8230.21,31.6109
8230.65,27.9037
8231.32,24.2217
8232.0,22.0166
8233.02,20.041
8234.22,18.8573
8236.4,17.4274
8238.17,15.6494
8240.39,14.4214
8253.43,10.1279
8256.27,8.72668
8258.18,7.30458
8260.02,5.51233
8260.4,5.37017
8260.61,5.44818
8260.89,5.84509
8261.1,6.45736
8261.32,7.43786
8261.52,8.85449
8261.73,10.8235
8261.94,13.4441
8262.19,17.5686
8262.48,23.8495
8262.83,33.3359
8263.4,52.5883
8264.05,74.5039
8264.52,85.3902
8264.97,89.0216
8265.38,86.2996
8265.97,74.9009
8267.01,48.669
8267.5,39.1155
8267.97,32.81
8268.38,28.9691
8268.88,26.0166
8269.65,23.4532
8272.01,18.4685
8273.32,16.8905
8276.2,16.1512
8278.85,13.7812
8284.8,11.0475
8286.71,9.62117
8287.89,8.66243
8288.1,8.62215
8288.54,8.94685
8288.86,9.77696
8289.13,11.0492
8289.4,13.0103
8289.67,15.8353
8289.99,20.3033
8290.37,27.1465
8291.48,50.9414
8291.96,57.5507
8292.39,59.3309
8292.77,57.4469
8293.24,51.7322
8294.4,33.4366
8294.95,27.2126
8295.4,23.7518
8295.85,21.495
8296.3,20.0846
8297.07,18.8264
8300.86,15.5564
8302.33,15.15
8303.76,15.3333
8305.27,14.7386
8306.88,13.726
8312.14,12.5797
8319.46,10.9872
8322.27,9.90302
8324.37,8.50618
8325.26,7.93465
8325.45,7.91354
8325.82,8.1362
8326.11,8.66895
8326.39,9.67644
8326.66,11.2501
8326.95,13.7749
8327.25,17.3137
8327.59,22.8693
8328.03,32.0052
8328.95,53.0734
8329.44,60.5657
8329.86,62.8845
8330.31,60.7963
8330.83,53.8641
8331.85,36.2135
8332.38,29.1324
8332.86,24.67
8333.34,21.7466
8333.94,19.5254
8334.75,17.8686
8336.44,16.1309
8339.52,14.6567
8342.35,14.1542
8344.14,14.6939
8345.03,14.9729
8346.18,14.4154
8348.21,12.7259
8352.8,11.1229
8354.16,10.4326
8354.83,10.2946
8355.24,10.5423
8355.65,11.3071
8355.96,12.3964
8356.33,14.5268
8356.74,17.9816
8357.26,24.0306
8358.17,35.6164
8358.67,39.5335
8359.03,40.2928
8359.44,39.074
8360.05,34.1368
8360.96,25.3547
8361.51,21.2902
8362.08,18.6018
8362.8,16.7596
8363.94,15.4498
8365.89,14.495
8370.88,13.4815
8371.16,13.4751
8372.39,13.7958
8374.6,15.7114
8374.77,15.7318
8375.69,15.1578
8377.33,13.3266
8379.08,12.7654
8381.47,12.5166
8382.61,12.9681
8383.37,13.951
8385.26,17.7922
8385.92,18.2025
8386.76,17.3882
8388.71,13.1654
8389.68,12.0053
8391.35,11.3975
8398.03,10.0032
8398.58,10.2525
8399.03,11.1109
8399.38,12.4526
8399.75,14.731
8400.19,18.5383
8401.35,31.0847
8401.84,34.3349
8402.18,34.9797
8402.62,33.8141
8403.22,29.5526
8404.21,21.2409
8404.71,18.1714
8405.3,15.762
8406.01,14.1515
8407.1,12.8333
8408.41,11.9589
8408.59,11.9553
8409.12,12.3718
8409.48,13.1869
8409.94,15.1317
8410.41,18.2711
8411.66,28.9467
8412.18,31.4394
8412.42,31.732
8412.94,30.552
8413.65,26.1973
8414.53,20.3831
8415.07,17.8964
8415.66,16.2716
8416.53,15.233
8417.12,15.1197
8419.98,16.6038
8420.28,16.6158
8421.77,15.9901
8423.85,13.6905
8424.96,13.0819
8426.45,12.879
8429.06,13.129
8434.1,12.4502
8439.79,12.2018
8442.68,12.745
8445.53,12.1556
8460.47,11.4397
8461.85,11.7275
8464.14,13.7015
8464.38,13.7452
8465.34,13.3001
8466.62,12.2242
8467.9,11.6974
8475.51,11.1453
8479.28,11.0102
8480.12,11.016
8489.71,9.83891
8492.49,8.94131
8493.14,9.17888
8493.58,9.92254
8493.9,11.0063
8494.22,12.6917
8494.62,15.6503
8495.11,20.8308
8496.14,32.9938
8496.64,36.6561
8497.01,37.4443
8497.52,35.8257
8498.9,25.1391
8499.35,22.7106
8500.02,20.6794
8501.34,18.0637
8502.86,14.0752
8503.63,12.8556
8504.71,12.1159
8508.12,11.4608
8508.85,11.4427
8509.93,11.8126
8511.15,13.228
8512.17,14.3731
8512.45,14.4453
8513.22,13.9154
8514.71,11.6124
8515.71,10.7493
8517.82,10.2546
8521.69,9.96828
8524.17,9.51776
8526.25,8.66471
8528.12,8.31191
8528.71,8.15165
8529.14,8.38622
8529.41,8.91557
8529.71,10.026
8529.99,11.724
8530.28,14.2927
8530.56,17.9365
8530.89,23.2205
8531.36,33.1501
8532.26,54.0434
8532.74,61.586
8533.19,64.0813
8533.62,62.0365
8534.13,55.1078
8535.27,35.0604
8535.72,28.9497
8536.23,24.0806
8536.79,20.6918
8537.36,18.6989
8538.2,17.094
8540.09,15.6049
8542.63,14.0552
8545.31,13.2333
8553.34,12.0095
8554.57,12.3068
8555.3,13.3028
8555.94,15.0514
8557.55,21.3689
8558.17,22.4092
8558.27,22.4282
8558.94,21.5118
8560.85,14.9795
8561.59,13.4419
8562.36,12.7036
8563.12,12.5395
8565.63,13.2082
8568.94,12.7225
8571.38,11.7503
8578.61,11.2856
8579.98,11.5852
8581.5,12.8277
8583.22,14.4216
8583.69,14.5348
8584.6,14.012
8586.54,11.3953
8587.11,10.9401
8589.5,10.2181
8590.38,10.0797
8591.25,10.3545
8591.9,11.3228
8592.49,13.0397
8593.84,18.2952
8594.41,19.3528
8594.57,19.3985
8595.18,18.6356
8596.75,14.199
8597.65,12.702
8598.75,11.8136
8600.86,11.0904
8608.32,10.0307
8609.37,10.3654
8609.95,11.0537
8610.65,12.5875
8611.48,15.3912
8613.42,23.8811
8614.06,25.1944
8614.16,25.2153
8614.71,24.3964
8615.4,21.5655
8616.53,16.2619
8617.21,14.123
8617.97,12.7021
8618.93,11.7736
8619.88,11.3081
8622.32,10.9238
8624.7,10.6292
8632.06,8.77846
8634.08,7.86714
8635.6,6.94223
8635.83,6.88813
8636.28,7.06268
8636.62,7.6391
8636.87,8.46838
8637.17,10.0218
8637.47,12.3604
8637.78,15.8003
8638.14,20.995
8638.72,31.4696
8639.43,44.6149
8639.91,50.2547
8640.33,51.7149
8640.69,50.3326
8641.13,45.9854
8642.3,30.1438
8642.85,24.9237
8643.39,21.7286
8644.11,19.5657
8647.01,14.498
8648.4,13.0744
8650.62,11.9691
8652.0,11.752
8653.77,12.3224
8654.91,13.2716
8655.63,14.8053
8656.65,18.6059
8657.4,20.9601
8657.8,21.3611
8658.3,20.8525
8659.21,17.957
8660.14,14.8791
8660.79,13.5114
8661.62,12.5923
8663.11,11.967
8668.31,11.1731
8679.83,10.1179
8682.63,10.516
8687.19,9.47761
8694.71,8.29548
8697.54,7.83693
8699.64,8.10213
8700.65,7.80208
8702.11,6.55025
8704.22,4.74245
8706.52,2.86723
8706.96,2.64037
8707.13,2.6149
8707.4,2.69512
8707.62,2.91915
8707.85,3.34769
8708.04,3.94841
8708.22,4.74941
8708.4,5.89016
8708.61,7.60987
8708.82,9.90468
8709.03,12.8788
8709.27,17.3382
8709.53,23.5258
8709.82,32.0957
8710.19,45.6827
8711.42,98.5499
8711.93,113.344
8712.35,118.287
8712.46,118.362
8712.81,115.38
8713.39,101.989
8714.65,62.4221
8715.13,50.6736
8715.65,41.502
8716.16,35.3156
8716.79,30.6869
8717.42,27.8971
8719.98,21.6526
8721.41,19.059
8723.27,17.2171
8726.46,15.4112
8730.39,14.131
8730.58,14.1205
8731.5,14.5018
8732.17,15.6205
8733.86,20.4547
8734.38,20.9616
8734.97,20.4005
8736.61,16.3291
8737.54,14.9095
8738.78,14.1216
8741.97,13.3865
8743.91,13.2632
8745.11,13.2904
8746.55,13.2566
8748.07,13.3198
8751.38,12.5072
8758.98,11.8009
8760.6,11.7083
8761.79,12.0434
8763.6,13.1928
8763.75,13.206
8764.75,12.7387
8766.74,11.2498
8768.98,9.67871
8769.14,9.66231
8769.64,10.0318
8770.0,10.9114
8770.33,12.2989
8770.71,14.8945
8771.16,19.1639
8772.42,34.6453
8772.91,38.3342
8773.25,39.154
8773.57,38.5554
8774.11,35.1094
8775.34,23.6812
8775.88,20.0157
8776.46,17.4416
8776.97,16.1174
8777.88,14.843
8779.41,13.8958
8782.81,13.0128
8783.28,13.0061
8785.68,13.6812
8787.2,14.1397
8788.59,13.5818
8790.23,12.5002
8791.67,12.2076
8792.75,12.4703
8793.86,13.5194
8795.15,15.0339
8795.54,15.1548
8796.37,14.6441
8797.72,13.2325
8798.28,13.0892
8800.03,13.6178
8801.23,13.081
8802.88,11.8573
8804.49,11.4574
8810.57,11.1163
8812.83,11.2569
8819.53,10.0693
8820.19,10.2651
8820.82,10.9815
8821.4,12.3436
8822.87,17.3093
8823.43,18.2085
8823.59,18.2523
8824.21,17.5439
8825.88,13.1612
8826.43,12.2128
8827.31,11.4042
8828.82,10.8649
8836.36,9.47946
8839.35,8.59285
8841.81,7.57343
8841.91,7.56577
8842.34,7.67559
8842.76,8.14209
8843.08,8.86364
8843.4,10.0378
8843.73,11.8535
8844.06,14.4272
8844.42,18.2573
8844.85,24.1585
8846.13,45.8076
8846.64,51.3828
8847.04,52.748
8847.54,50.5315
8848.16,43.1601
8849.16,28.8007
8849.67,23.2814
8850.18,19.4276
8850.6,17.2619
8851.28,15.0876
8852.35,13.1948
8853.44,12.1718
8853.81,12.1666
8854.36,12.8385
8854.77,14.1378
8855.22,16.5926
8855.79,21.0873
8856.77,29.634
8857.29,32.1958
8857.57,32.5554
8857.96,31.8142
8858.48,29.1082
8859.69,20.668
8860.33,17.5929
8860.97,15.7622
8861.6,14.7581
8863.07,13.7715
8865.17,13.3531
8866.95,13.5206
8868.47,13.0285
8870.54,12.0203
8874.81,11.3316
8877.68,11.1021
8879.02,11.6644
8880.73,13.1195
8881.02,13.1741
8881.81,12.7149
8883.62,10.0885
8884.8,8.94257
8886.22,7.98071
8886.53,7.91021
8886.84,7.99814
8887.24,8.54453
8887.55,9.45521
8887.81,10.681
8888.12,12.8546
8888.46,16.338
8888.82,21.0284
8889.51,32.5718
8890.15,42.6733
8890.64,47.4042
8890.96,48.3796
8891.38,47.0891
8891.87,42.5545
8893.1,27.4733
8893.61,22.8387
8894.04,20.149
8894.67,17.7381
8895.3,16.5093
8896.68,15.5891
8898.13,15.3089
8900.65,16.228
8901.79,15.5819
8903.63,13.4521
8905.0,12.7014
8908.77,12.1991
8910.03,12.198
8911.79,12.8655
8913.24,13.424
8914.78,12.7795
8916.25,11.9484
8918.66,11.4338
8919.36,11.4177
8922.45,11.9801
8923.43,11.9067
8924.68,12.2857
8926.28,13.4049
8926.46,13.427
8927.46,13.0089
8929.54,11.6496
8932.03,10.8968
8939.73,9.76448
8943.44,8.80255
8944.11,9.10569
8944.53,9.75956
8944.9,10.8268
8945.34,12.8747
8945.82,16.2222
8947.13,27.9056
8947.65,30.605
8947.95,31.0384
8948.37,30.2331
8948.95,27.1275
8949.9,21.0521
8950.5,18.5504
8951.31,16.9127
8952.63,14.9085
8954.2,11.8362
8955.16,10.7378
8956.5,10.0891
8956.76,10.0583
8957.78,10.3931
8959.61,12.1242
8960.85,12.4169
8961.25,12.9642
8961.63,14.188
8961.96,16.1299
8962.32,19.384
8962.72,24.5934
8963.25,33.6175
8964.13,49.3616
8964.63,54.9383
8964.98,56.2098
8965.48,54.0611
8966.11,46.368
8967.12,31.674
8967.67,25.6567
8968.13,22.2193
8968.59,19.902
8969.3,17.7492
8970.07,16.4759
8971.09,15.4746
8972.82,14.5092
8978.63,13.2621
8983.77,12.5955
8989.8,11.949
8991.7,11.9459
8994.55,12.1648
8996.79,13.0791
8997.98,12.5841
8999.85,11.4823
9001.02,11.331
9002.45,11.7443
9004.31,12.7802
9004.43,12.7871
9005.53,12.3077
9006.95,11.4152
9007.39,11.3427
9008.92,11.477
9010.58,11.0454
9012.13,10.6541
9012.88,10.9422
9013.58,11.9485
9014.21,13.7594
9015.41,18.5017
9016.02,19.8545
9016.2,19.9293
9016.78,19.131
9017.83,16.0348
9018.26,15.6664
9018.59,16.1744
9019.02,17.9785
9019.77,23.1987
9020.45,27.6266
9020.93,29.0208
9021.04,29.061
9021.53,28.0728
9022.24,24.3114
9023.06,19.5995
9023.48,18.0738
9024.08,17.2282
9024.68,17.6779
9025.83,19.2085
9025.96,19.2321
9026.63,18.5412
9027.8,15.1875
9028.59,13.1185
9029.18,12.1616
9029.98,11.5102
9033.21,10.7211
9033.62,10.7014
9034.66,11.0231
9035.4,11.8875
9036.25,13.8127
9037.48,17.1556
9038.13,17.8462
9038.77,17.2851
9040.43,13.3113
9041.21,12.128
9042.33,11.4673
9050.63,8.77539
9053.76,7.21081
9053.9,7.20138
9054.38,7.47144
9054.74,8.17922
9055.03,9.30517
9055.3,10.8825
9055.56,13.1141
9055.88,16.7746
9056.26,22.4399
9056.83,33.3565
9057.59,48.1963
9058.08,54.3223
9058.5,56.0257
9058.91,54.3594
9059.48,48.0218
9060.58,32.4376
9061.09,27.2194
9061.52,24.281
9062.04,22.1349
9065.08,15.8984
9066.18,14.5255
9067.93,13.6428
9069.77,13.2382
9071.03,13.6054
9071.62,14.4014
9072.37,16.2855
9073.57,20.2635
9074.23,21.2144
9074.27,21.2181
9074.9,20.4425
9076.52,15.1849
9077.33,13.6641
9078.26,13.1493
9078.28,13.1492
9079.11,13.548
9079.89,14.8969
9081.34,19.0153
9081.96,19.7291
9082.53,19.1307
9083.49,16.1831
9084.3,13.6584
9084.95,12.3477
9085.67,11.6209
9087.18,11.1998
9089.01,11.1239
9090.3,11.4053
9091.0,12.3019
9091.6,13.9485
9093.07,19.6356
9093.64,20.6111
9093.73,20.6387
9094.3,20.0234
9095.92,15.0594
9096.54,13.737
9097.28,12.8355
9099.13,12.0587
9102.99,11.6093
9105.24,12.0114
9107.6,12.9591
9107.69,12.9622
9109.0,12.4421
9110.37,11.5037
9111.93,11.115
9114.71,11.4886
9118.06,10.7216
9122.34,10.4501
9124.85,10.7716
9126.86,11.3216
9128.15,10.903
9129.54,10.1801
9132.63,9.59425
9136.7,8.86555
9139.38,8.10649
9139.98,8.32257
9140.33,8.77569
9140.69,9.61899
9141.1,11.2167
9141.54,13.8438
9142.12,18.5511
9143.0,25.9687
9143.52,28.5817
9143.81,29.011
9144.19,28.4476
9144.73,25.816
9145.94,17.6158
9146.51,14.8634
9147.02,13.1931
9147.72,11.8712
9148.66,10.9993
9150.06,10.446
9150.34,10.4383
9151.2,10.8793
9151.79,11.8897
9152.38,13.7413
9153.36,18.4007
9154.02,21.1932
9154.56,22.0975
9154.58,22.0977
9155.08,21.2995
9155.65,18.7975
9156.74,12.5916
9157.3,10.1598
9157.82,8.64522
9158.42,7.59164
9159.32,6.6827
9162.0,4.58475
9162.49,4.44214
9162.75,4.54855
9163.02,4.88255
9163.27,5.47509
9163.52,6.47951
9163.76,7.96234
9163.99,9.90414
9164.22,12.5353
9164.47,16.2881
9164.74,21.5979
9165.05,29.1186
9165.47,41.3327
9166.45,73.414
9166.96,85.3248
9167.4,89.7871
9167.48,89.9142
9167.87,87.8096
9168.36,79.7843
9169.7,48.2212
9170.22,38.7506
9170.74,31.9796
9171.32,27.0014
9171.93,23.7556
9172.54,21.7789
9173.44,20.3352
9174.34,20.0651
9175.34,20.2514
9176.53,19.5563
9178.66,16.2608
9179.81,15.2851
9181.34,14.9025
9183.84,15.6371
9185.88,15.127
9187.53,15.9309
9188.78,16.4164
9189.9,15.7599
9191.68,13.5416
9192.89,12.7901
9193.49,12.6926
9196.4,13.0546
9196.9,13.0509
9199.06,13.2863
9200.45,12.8671
9202.29,11.9962
9205.65,11.5707
9205.81,11.5695
9208.07,11.6792
9209.62,11.3201
9213.67,8.91694
9213.95,8.8795
9214.42,9.11688
9214.8,9.77784
9215.12,10.8401
9215.49,12.8637
9215.88,16.0203
9216.3,20.6861
9217.48,36.2794
9217.99,40.5962
9218.36,41.6358
9218.81,40.4502
9219.47,35.1735
9220.52,24.8395
9220.97,21.5709
9221.54,18.6858
9222.18,16.778
9223.04,15.4634
9224.47,14.4497
9226.73,13.9481
9227.69,13.9703
9229.87,13.422
9232.55,12.7271
9237.4,12.2001
9238.55,12.4719
9239.68,13.6089
9241.23,15.7488
9241.71,15.9287
9242.55,15.4001
9244.21,13.4576
9245.04,13.1396
9246.15,13.5516
9247.71,14.3807
9247.75,14.3811
9248.85,13.8688
9250.55,12.741
9255.62,11.9435
9278.65,11.3493
9282.34,11.8771
9284.68,11.4834
9285.7,11.8655
9287.19,13.7058
9288.14,14.48
9288.23,14.4878
9289.04,14.0085
9290.8,11.8687
9291.97,11.3352
9292.48,11.3062
9295.27,11.8778
9299.05,10.9162
9303.02,10.6343
9304.09,10.9583
9305.15,12.134
9306.51,14.0142
9307.05,14.2229
9307.98,13.6712
9309.43,12.4865
9310.06,12.3683
9311.9,12.575
9313.43,12.1064
9315.09,11.2165
9317.11,10.8493
9323.67,10.5697
9326.26,10.8205
9327.45,11.717
9328.99,13.368
9329.45,13.4809
9330.52,12.8036
9331.9,11.4856
9333.42,10.8756
9337.07,10.614
9339.16,10.6938
9342.83,10.383
9345.64,10.5922
9356.85,9.03875
9358.83,8.52749
9359.33,8.67002
9359.83,9.31399
9360.28,10.5784
9360.72,12.6943
9361.21,16.0218
9362.36,25.1391
9362.91,27.7268
9363.25,28.1765
9363.82,27.023
9364.96,21.0673
9365.83,17.0705
9366.57,14.7871
9367.42,13.0691
9368.55,11.767
9369.94,11.076
9378.42,9.24133
9379.64,8.96032
9380.38,9.18429
9380.91,9.96229
9381.32,11.1986
9381.74,13.1875
9382.28,16.859
9383.36,25.2466
9383.89,27.6868
9384.23,28.1123
9384.73,27.0969
9385.45,23.2755
9386.4,17.6121
9386.92,15.3622
9387.55,13.6609
9388.18,12.7093
9389.63,11.7591
9392.14,11.1061
9403.19,9.87144
9404.46,10.0978
9405.45,10.8895
9406.92,12.5693
9407.37,12.7251
9408.15,12.2437
9409.83,9.82585
9410.68,9.07612
9411.54,8.80739
9412.41,9.01597
9413.58,10.0724
9416.18,12.9611
9417.4,14.5445
9417.73,14.6468
9418.79,14.1822
9419.21,14.5221
9419.53,15.4365
9419.84,17.1305
9420.24,20.5168
9420.74,26.6227
9421.81,42.0618
9422.33,46.7009
9422.68,47.6456
9423.11,46.2755
9423.68,41.0206
9424.88,26.6185
9425.39,22.0065
9425.9,18.7925
9426.31,17.0528
9427.03,15.1848
9428.22,13.6853
9429.96,12.6286
9433.05,11.6449
9439.32,10.5237
9440.53,10.7671
9441.32,11.5248
9443.14,14.4769
9443.63,14.7176
9444.36,14.1481
9446.21,10.8723
9447.24,9.95723
9448.99,9.45214
9455.14,8.34951
9458.05,8.07542
9459.4,7.38648
9462.3,5.54654
9463.17,5.14899
9463.61,5.08883
9464.12,5.27567
9464.45,5.64616
9464.82,6.35881
9465.21,7.58306
9465.64,9.55195
9466.18,12.795
9467.66,23.7311
9468.23,29.2619
9468.67,35.4058
9469.16,45.0115
9469.95,65.899
9470.62,82.2945
9471.09,88.8796
9471.34,89.9873
9471.76,88.0242
9472.37,78.1655
9473.59,50.4497
9474.11,41.0044
9474.68,33.5836
9475.21,28.952
9475.8,25.441
9476.6,22.4633
9477.68,20.0902
9479.23,18.0642
9481.36,16.4087
9483.93,15.239
9484.78,15.073
9487.55,15.745
9489.99,16.6507
9491.0,16.1005
9493.06,13.6665
9494.39,13.0412
9500.53,12.3249
9502.58,12.2612
9505.46,12.9229
9507.73,12.5025
9509.77,12.964
9511.12,12.4695
9512.61,11.6056
9514.47,11.219
9516.33,11.3865
9518.11,11.821
9519.39,11.4383
9521.61,10.3656
9525.36,9.39911
9526.64,8.90327
9527.01,9.02777
9527.42,9.5751
9527.81,10.7264
9528.2,12.7001
9528.6,15.6456
9529.09,20.5252
9530.14,32.1655
9530.68,35.8796
9531.08,36.6993
9531.63,35.132
9532.41,29.5351
9533.34,22.3131
9533.99,18.6452
9534.65,16.2782
9535.29,14.8769
9536.15,13.838
9537.93,12.8899
9539.71,12.4113
9540.9,12.3589
9543.47,13.083
9545.49,12.3541
9547.54,11.7646
9551.5,11.4703
9552.82,11.8456
9554.0,13.0447
9555.48,15.1223
9556.03,15.3682
9556.79,14.8889
9558.06,13.3741
9558.45,13.2246
9559.27,13.7277
9560.57,15.1393
9560.78,15.1848
9561.58,14.5957
9563.15,11.8527
9564.06,10.9037
9565.52,10.4412
9565.81,10.4285
9567.06,10.6936
9569.32,12.3363
9569.57,12.3689
9570.41,11.9311
9572.19,9.7836
9572.99,9.21843
9573.36,9.16767
9573.91,9.50214
9574.28,10.1231
9574.76,11.6019
9575.27,13.9983
9576.59,21.9211
9577.14,23.7511
9577.39,23.9819
9577.9,23.2533
9578.69,19.973
9579.59,15.7535
9580.29,13.4955
9581.04,12.1206
9582.25,11.1687
9584.57,10.5392
9585.24,10.7482
9585.88,11.5415
9586.63,13.4057
9587.77,16.7958
9588.39,17.5504
9588.46,17.5532
9589.03,16.9757
9590.14,14.0038
9591.1,11.6329
9591.83,10.5827
9592.32,10.3279
9592.81,10.5765
9593.18,11.2438
9593.54,12.436
9593.95,14.6143
9594.43,18.3132
9595.75,30.9931
9596.3,34.0014
9596.59,34.4404
9597.08,33.275
9597.72,29.0879
9598.73,20.9236
9599.37,17.1928
9599.96,15.02
9600.42,13.9756
9601.34,12.8672
9603.15,11.9943
9608.56,10.8879
9614.6,10.0876
9615.84,10.4126
9616.67,11.2406
9618.12,13.3102
9618.65,13.5695
9619.38,13.0417
9621.28,9.56206
9622.06,8.62656
9625.45,6.37873
9625.83,6.28624
9626.22,6.45498
9626.55,6.95454
9626.83,7.76515
9627.11,9.04912
9627.38,10.9157
9627.7,13.8598
9628.06,18.3277
9628.55,26.0442
9629.45,41.3258
9629.96,47.2463
9630.43,49.1472
9630.46,49.1474
9630.92,47.4814
9631.62,40.7268
9632.26,34.2841
9632.78,30.9269
9633.36,29.7612
9633.39,29.7569
9634.38,30.4304
9635.03,29.544
9635.71,26.7009
9636.99,19.8958
9637.75,17.1775
9638.5,15.5722
9639.56,14.361
9642.59,12.6586
9646.89,10.7142
9647.12,10.7094
9647.56,10.9307
9648.1,11.8587
9648.51,13.2429
9648.98,15.7383
9649.72,21.2031
9650.51,26.9195
9651.08,29.0678
9651.29,29.2598
9651.84,28.2471
9652.76,23.5988
9653.61,19.4078
9654.24,17.4716
9655.21,15.9906
9659.84,12.7911
9661.55,12.3801
9662.94,12.8741
9664.57,13.6625
9664.67,13.6662
9667.33,12.7174
9669.77,12.4266
9671.8,11.6599
9676.86,10.9982
9678.11,11.2156
9679.01,11.9745
9680.34,14.1696
9682.93,19.1992
9683.53,19.5863
9684.29,18.8948
9686.41,14.3598
9687.68,12.6987
9688.97,11.7541
9689.93,11.4072
9697.4,10.3532
9698.86,10.6914
9699.75,11.5553
9700.62,13.3131
9701.92,16.5845
9702.55,17.1759
9703.09,16.7959
9705.14,12.5978
9706.1,11.5991
9707.28,11.2855
9708.5,11.7489
9710.46,13.6174
9710.75,13.6811
9711.48,13.28
9713.33,10.6868
9714.35,9.86339
9716.0,9.42952
9718.35,9.03117
9721.35,7.31139
9722.33,7.00665
9722.75,7.10881
9723.16,7.54108
9723.53,8.39857
9723.86,9.75908
9724.16,11.7027
9724.48,14.5363
9724.81,18.4997
9725.22,24.9492
9726.44,47.5356
9726.95,53.7438
9727.35,55.5427
9727.82,53.931
9728.4,47.7551
9729.61,30.7014
9730.15,25.0586
9730.68,21.1591
9731.28,18.4449
9731.87,16.7823
9732.75,15.2992
9734.7,13.5401
9737.94,11.7925
9738.73,11.6138
9739.52,11.8223
9740.15,12.6744
9740.69,14.3215
9741.18,16.8526
9741.83,21.6518
9742.76,28.8197
9743.31,31.2114
9743.55,31.5229
9744.05,30.6918
9744.8,26.7764
9745.84,20.5401
9746.55,17.6772
9747.4,15.7739
9748.07,14.9365
9749.47,13.99
9752.78,13.0823
9760.36,12.2897
9761.91,12.5527
9764.54,14.0577
9766.22,14.305
9767.95,15.2285
9768.89,14.6643
9770.43,12.6636
9771.51,11.9941
9771.72,11.9726
9772.51,12.2767
9773.23,13.2694
9773.95,15.1258
9775.21,19.0787
9775.88,19.8781
9776.45,19.2816
9777.41,16.411
9778.36,13.5582
9779.13,12.2207
9779.86,11.6545
9781.57,11.3316
9782.25,11.327
9784.5,11.7703
9786.95,12.7866
9787.01,12.7879
9788.21,12.349
9789.9,11.272
9792.29,10.8354
9797.99,10.445
9799.3,10.7237
9799.95,11.4
9800.72,12.9655
9802.04,16.3076
9802.67,16.9304
9802.76,16.932
9803.5,16.1904
9805.14,12.9596
9805.73,12.2251
9806.91,11.517
9810.23,11.0139
9812.37,10.9303
9815.85,11.1197
9821.3,10.5194
9823.87,10.7247
9828.23,9.95972
9829.53,9.90759
9830.86,10.2299
9831.67,11.0565
9832.73,13.1605
9833.7,14.9936
9834.17,15.2863
9834.91,14.7632
9836.46,12.0688
9837.31,11.1044
9838.15,10.617
9841.8,9.97742
9848.07,9.26146
9849.22,9.60612
9850.05,10.527
9851.64,13.1054
9852.17,13.3874
9852.89,12.906
9854.86,9.69097
9855.97,8.69327
9857.57,8.04123
9858.23,7.95205
9859.38,8.19299
9860.81,8.70692
9861.55,8.39722
9862.48,7.25861
9863.21,6.29152
9863.68,6.01555
9863.94,6.1033
9864.24,6.49491
9864.55,7.37088
9864.84,8.66121
9865.12,10.5443
9865.42,13.2522
9865.73,17.0749
9866.09,22.9734
9866.51,31.4981
9867.2,48.8325
9867.96,68.1848
9868.51,77.3802
9868.91,79.9181
9869.33,78.5003
9869.87,71.2418
9871.35,41.8333
9871.88,33.8811
9872.39,28.3961
9872.93,24.495
9873.47,21.9391
9874.28,19.5905
9875.48,17.6844
9876.69,16.7894
9877.82,16.5634
9879.48,16.7411
9880.78,16.1953
9883.17,13.8762
9885.08,13.1955
9888.22,12.7704
9890.01,13.0894
9892.07,13.7904
9893.65,13.1548
9895.62,12.1276
9898.26,11.859
9900.33,11.9795
9901.3,11.951
9902.31,12.1406
9903.19,12.986
9905.13,16.4238
9905.67,16.705
9906.46,16.0457
9908.18,13.0237
9909.29,11.9542
9910.41,11.5701
9917.56,11.0359
9920.33,11.3183
9921.44,11.456
9927.96,10.2635
9930.9,9.85176
9931.81,10.1855
9932.47,11.1396
9933.05,12.7423
9934.58,18.6365
9935.21,19.7386
9935.31,19.7691
9935.9,19.1816
9937.64,14.3751
9938.32,13.2565
9939.4,12.6219
9940.01,12.5698
9940.75,12.5809
9942.44,12.1832
9944.94,10.7424
9948.12,10.1636
9953.34,9.56283
9954.36,9.84152
9954.94,10.6207
9955.38,11.8383
9955.81,13.8071
9956.31,17.0483
9957.57,27.068
9958.12,29.5552
9958.42,29.9526
9958.94,28.9761
9959.73,24.9024
9960.58,20.2646
9961.28,17.8929
9962.37,16.3189
9964.13,13.9649
9965.43,12.3765
9966.39,11.8232
9970.05,11.1659
9974.97,10.7715
9976.27,10.7797
9976.71,10.7791
9979.08,10.909
9980.43,10.5875
9981.98,9.71923
9982.35,9.68421
9982.85,9.97866
9983.35,10.8699
9983.88,12.6169
9984.5,15.8225
9985.56,21.8284
9986.15,23.6557
9986.38,23.8429
9986.93,23.1033
9987.83,19.5371
9988.63,16.1728
9989.38,14.0417
9989.94,13.092
